date,height
2021-04-23 01:00:00,1221.0
2021-04-23 02:00:00,1216.0
2021-04-23 03:00:00,1211.0
2021-04-23 04:00:00,1211.0
2021-04-23 05:00:00,1212.0
2021-04-23 06:00:00,1210.0
2021-04-23 07:00:00,1210.0
2021-04-23 08:00:00,1209.0
2021-04-23 09:00:00,1209.0
2021-04-23 10:00:00,1209.0
2021-04-23 11:00:00,1209.0
2021-04-23 12:00:00,1210.0
2021-04-23 13:00:00,1209.0
2021-04-23 14:00:00,1208.0
2021-04-23 15:00:00,1206.0
2021-04-23 16:00:00,1205.0
2021-04-23 17:00:00,1206.0
2021-04-23 18:00:00,1208.0
2021-04-23 19:00:00,1238.0
2021-04-23 20:00:00,1249.0
2021-04-23 21:00:00,1248.0
2021-04-23 22:00:00,1239.0
2021-04-23 23:00:00,1231.0
2021-04-24 00:00:00,1222.0
2021-04-24 01:00:00,1212.0
2021-04-24 02:00:00,1205.0
2021-04-24 03:00:00,1205.0
2021-04-24 04:00:00,1206.0
2021-04-24 05:00:00,1206.0
2021-04-24 06:00:00,1205.0
2021-04-24 07:00:00,1204.0
2021-04-24 08:00:00,1204.0
2021-04-24 09:00:00,1204.0
2021-04-24 10:00:00,1204.0
2021-04-24 11:00:00,1204.0
2021-04-24 12:00:00,1204.0
2021-04-24 13:00:00,1203.0
2021-04-24 14:00:00,1204.0
2021-04-24 15:00:00,1202.0
2021-04-24 16:00:00,1201.0
2021-04-24 17:00:00,1201.0
2021-04-24 18:00:00,1202.0
2021-04-24 19:00:00,1226.0
2021-04-24 20:00:00,1249.0
2021-04-24 21:00:00,1249.0
2021-04-24 22:00:00,1249.0
2021-04-24 23:00:00,1246.0
2021-04-25 00:00:00,1239.0
2021-04-25 01:00:00,1230.0
2021-04-25 02:00:00,1219.0
2021-04-25 03:00:00,1213.0
2021-04-25 04:00:00,1205.0
2021-04-25 05:00:00,1201.0
2021-04-25 06:00:00,1200.0
2021-04-25 07:00:00,1199.0
2021-04-25 08:00:00,1199.0
2021-04-25 09:00:00,1199.0
2021-04-25 10:00:00,1198.0
2021-04-25 11:00:00,1199.0
2021-04-25 12:00:00,1198.0
2021-04-25 13:00:00,1199.0
2021-04-25 14:00:00,1199.0
2021-04-25 15:00:00,1200.0
2021-04-25 16:00:00,1199.0
2021-04-25 17:00:00,1199.0
2021-04-25 18:00:00,1199.0
2021-04-25 19:00:00,1198.0
2021-04-25 20:00:00,1197.0
2021-04-25 21:00:00,1197.0
2021-04-25 22:00:00,1197.0
2021-04-25 23:00:00,1196.0
2021-04-26 00:00:00,1198.0
